tweet_id,created_at,tweet,category,sentiment,combined
1467077006005202944,2021-12-04 10:23:09+00:00,— READY!!🤗❤️  HBO GO PREMIUM✨  Sharing 40K/Bulan‼️  ✅ HBO Original✨ ✅ Full Access HBO series &amp; movie ✅ UHD 4K ✅ Region Asia ✅ Full garansi💯   Transfer langsung proses🌈 grab it fast😍  t. Jual langganan murah beli mau yang got harry potter house of the dragon gossip dune https://t.co/JSTxEJxq9V
1467078751062151171,2021-12-04 10:30:05+00:00,"Just saw Dune, on the same week that I finished the book for the first time. Loved the movie and the visuals. The story is of course better in the books but I loved the how they adapted the movie! https://t.co/L8XTViEt0w"
1467079825118560258,2021-12-04 10:34:21+00:00,Gawd the original Dune movie is so bad … sound on tv is out of synch too… 9Gem
1467083260203532290,2021-12-04 10:48:00+00:00,"That Dune movie got me fucked up,  I feel like I ran a marathon and never made it to the end"
1467083905400393728,2021-12-04 10:50:34+00:00,"also i just came back from watching dune and i cant i lobe that movie w my whole heart. the soundtrack is out of this world and the acting, pls start filming the second and third and fourth soon"
1467084423447281664,2021-12-04 10:52:38+00:00,"Saw the agonisingly long movie ‘Dune’ tonight. If it wasn’t for the terrible acting and complete lack of storyline, it would have been a good movie.  #Dune"
1467085279517241344,2021-12-04 10:56:02+00:00,"Channel 9 is treating us to the original Dune by David Lynch tonight. Still a magnificent movie, even nearly 4 decades later"
1467086216503828482,2021-12-04 10:59:45+00:00,"How to troll your husband:  Partway through watching Dune, tap him on the shoulder and whisper, ""so ...this is a Star Wars movie, right?"" https://t.co/zyhKLXgUwP"
1467086329221566467,2021-12-04 11:00:12+00:00,Dune was a beautiful movie. The sound and costume design was enough to make this movie brilliant. It was so visually interesting. The writing had depth and the cinematography was brilliant.
1467086910875049987,2021-12-04 11:02:31+00:00,I see we have a new version of Dune As a lad I understood it as a movie before its time No one I knew liked it It still highlights the back stabbing political climate today &amp; the evil ever present within our day 2 day world @hbowly @VaporMan6 @VaperNt
1467088016954966025,2021-12-04 11:06:55+00:00,@Lauren_Hannah22 Dune is brilliant. Beautiful and just out of this world crazy awesome. What a movie !!
1467089351536431108,2021-12-04 11:12:13+00:00,Sci-Fi Movie Review - Dune (2021)  https://t.co/n89fRQTifC
1467089519044272129,2021-12-04 11:12:53+00:00,@chamfy Star Wars was a Dune movie though tbf
1467090618857914368,2021-12-04 11:17:15+00:00,"@GanniTonya @susanislolasmom Melange.  Spice.  Not drugs.  The movie covers only the first book.  I highly recommend reading at least the first book, Dune.  You'll understand the movie much better."
1467091657162215426,2021-12-04 11:21:22+00:00,@xiotex did you see the new Dune movie?
1467092258956595200,2021-12-04 11:23:46+00:00,"Watched Dune today, great movie! I recommend givin it a cheeky watch!"
1467092844833918980,2021-12-04 11:26:06+00:00,Movie recommendations: 🎬Sinister Switch 6.9/10.0 🎬Fezeka's Voice 9.0/10.0 🎬Night will fall 10.0/10.0 - Sensitive content  🎬A Mindful choice 9.8/10.0 🎬Dune 8.0/10.0
1467095168167858177,2021-12-04 11:35:20+00:00,Dune - Group Movie Reaction https://t.co/UNXXQILFSJ via @YouTube
1467096259446071297,2021-12-04 11:39:40+00:00,"Check out the latest episode of NWJ where me, @EgoAndIts0wn, @liberty_weekly, &amp; @NotWilBellBoy covered Dune. Focus was the first book and the movie. Lot of cool political theory is in Dune so even if you haven't read/watched I think you'll enjoy Subscribe! https://t.co/yqnCoZSYm2"
1467096401070878723,2021-12-04 11:40:14+00:00,Watching Dune rn and just realized the whole movie is literally a walking simulation on the desert
1467097314552516612,2021-12-04 11:43:51+00:00,"I never got to be one of those “I read the books before the movie came out” people (like Lord of the Rings, Harry Potter etc)… UNTIL #Dune released. I read alllll those books including prequels and sequels. It feels good 😎"
1467098027743612931,2021-12-04 11:46:41+00:00,dune is the longest most anxiety inducing movie i’ve ever watched. the noises? not it.
1467099131667574788,2021-12-04 11:51:05+00:00,"DUNE! damn...fkn good movie!, best ive seen in years. Huge scope, everything was so cool. nothing cheesy, deep quality"
